pageid,shelf,book,page,filepath,hasrefractive,hasextinction,rangeMin,rangeMax,points
2613,other,TL-216,Li-o,liquid crystals\TL-216\Li-o.yml,1,0,0.45,0.656,200
2614,other,TL-216,Li-e,liquid crystals\TL-216\Li-e.yml,1,0,0.45,0.656,200
2618,other,BK7_matching_liquid,Cargille,index-matching liquids\cargille\BK7_matching_liquid.yml,1,0,0.31,1.55,200
2619,other,fused_silica_matching_liquid,Cargille-06350,index-matching liquids\cargille\fused_silica_matching_liquid-06350.yml,1,0,0.225,1.55,200
2620,other,fused_silica_matching_liquid,Cargille-50350,index-matching liquids\cargille\fused_silica_matching_liquid-50350.yml,1,0,0.225,1.55,200
2621,other,acrylic_matching_liquid,Cargille,index-matching liquids\cargille\acrylic_matching_liquid.yml,1,0,0.31,1.55,200
2622,other,Leica_Type_F,Wang,immersion oils\Leica Type F\Wang.yml,0,1,1.2,1.9,351
2623,other,Olympus_IMMOIL-F30CC,Wang,immersion oils\Olympus IMMOIL-F30CC\Wang.yml,0,1,1.2,1.9,351
2624,other,Sigma_Aldrich_M5904,Wang,immersion oils\Sigma Aldrich M5904\Wang.yml,0,1,1.2,1.9,351
2625,other,Optical_adhesives,Norland_NOA61,other\optical adhesives\Norland NOA 61.yml,1,0,0.45,1.55,200
2626,other,pmma_resists,Microchem495,other\resists\Microchem 495.yml,1,0,0.2,1.1,200
2627,other,pmma_resists,Microchem950,other\resists\Microchem 950.yml,1,0,0.2,1.1,200
2628,other,copolymer_resists,Microchem85mEL,other\resists\Microchem 8.5 mEL.yml,1,0,0.2,1.1,200
2629,other,negative_tone_photoresists,MicroresistEpoCore,other\resists\Micro resist EpoCore.yml,1,0,0.45,1.55,200
2630,other,negative_tone_photoresists,MicroresistEpoClad,other\resists\Micro resist EpoClad.yml,1,0,0.45,1.55,200
2633,other,CH3NH3PbI3,Leguy,perovskite\CH3NH3PbI3\Leguy.yml,1,1,0.249,0.789,541
2634,other,CH3NH3PbI3,Leguy-hydrated,perovskite\CH3NH3PbI3\Leguy-hydrated.yml,1,1,0.207,0.427,221
2635,other,CH3NH3PbI3,Ball,perovskite\CH3NH3PbI3\Ball.yml,1,1,0.301,0.899,599
2636,other,CH3NH3PbI3,Phillips,perovskite\CH3NH3PbI3\Phillips.yml,1,1,0.300009583,1.501320923,586
2637,other,TherminolVP-1,Otanicar,heat transfer fluids\Therminol VP-1\Otanicar.yml,0,1,0.2,1.5,66
2639,other,liver,Giannios,human body\liver\Giannios.yml,1,1,0.45,1.551,368
2640,other,colon,Giannios-mucosa,human body\colon\Giannios-mucosa.yml,1,1,0.45,1.551,368
2641,other,colon,Giannios-submucosa,human body\colon\Giannios-submucosa.yml,1,1,0.45,1.551,368
2642,other,colon,Giannios-serosa,human body\colon\Giannios-serosa.yml,1,1,0.45,1.551,368
2643,other,acetylene_soot,Dlazell,soots\acetylene soot\Dalzell.yml,1,1,0.4358,10.0,13
2644,other,propane_soot,Dlazell,soots\propane soot\Dalzell.yml,1,1,0.4358,10.0,13
2645,other,diesel_soot,Querry-NMSU,soots\diesel soot\Querry-NMSU.yml,1,1,0.26,55.5556,304
2646,other,diesel_soot,Querry-NMSU-heated,soots\diesel soot\Querry-NMSU-heated.yml,1,1,0.26,55.5556,304
2647,other,diesel_soot,Querry-UMKC,soots\diesel soot\Querry-UMKC.yml,1,1,2.5,55.5556,192
2648,other,montmorillonite,Querry,clays\montmorillonite\Querry.yml,1,1,2.5,200.0,396
2649,other,kaolinite,Querry,clays\kaolinite\Querry.yml,1,1,2.5,200.0,395
2650,other,illite,Querry,clays\illite\Querry.yml,1,1,2.5,200.0,392
2664,other,metamaterials,Valentine,exotic\metamaterials\Valentine.yml,1,0,1.2,1.775,24
2665,3d,metals,aluminium,main\Al\Rakic-BB.yml,1,1,0.061992,247.97,200
2666,3d,metals,brass,alloys\Cu-Zn\Querry-Cu70Zn30.yml,1,1,0.21,55.5556,611
2667,3d,metals,copper,main\Cu\Rakic-BB.yml,1,1,0.20664,12.398,200
2668,3d,metals,gold,main\Au\Rakic-BB.yml,1,1,0.24797,6.1992,200
2669,3d,metals,iron,main\Fe\Johnson.yml,1,1,0.188,1.937,49
2671,3d,metals,mercury,main\Hg\Inagaki.yml,1,1,0.06358,6.19921,76
2672,3d,metals,platinum,main\Pt\Rakic-BB.yml,1,1,0.24797,12.398,200
2673,3d,metals,silver,main\Ag\Rakic-BB.yml,1,1,0.24797,12.398,200
2674,3d,metals,titanium,main\Ti\Johnson.yml,1,1,0.188,1.937,49
2675,3d,plastics,pmma,organic\(C5H8O2)n - poly(methyl methacrylate)\Sultanova.yml,1,0,0.4368,1.052,200
2676,3d,plastics,pvp,organic\(C6H9NO)n - polyvinylpyrrolidone\Konig.yml,1,1,0.375,1.0,26
2677,3d,plastics,ps,organic\(C8H8)n - polystyren\Sultanova.yml,1,0,0.4368,1.052,200
2678,3d,plastics,pc,organic\(C16H14O3)n - polycarbonate\Sultanova.yml,1,0,0.4368,1.052,200
2679,3d,plastics,Cellulose,organic\(C6H10O5)n - cellulose\Sultanova.yml,1,0,0.4368,1.052,200
2680,3d,plastics,NAS-21,commercial plastics\NAS-21\Sultanova.yml,1,0,0.4368,1.052,200
2681,3d,plastics,Optorez1330,commercial plastics\Optorez1330\Sultanova.yml,1,0,0.4368,1.052,200
2682,3d,plastics,ZeonexE48R,commercial plastics\ZeonexE48R\Sultanova.yml,1,0,0.4368,1.052,200
2683,3d,crystals,diamond,main\C\Phillip.yml,1,1,0.035424054,10.0,176
2684,3d,crystals,germanium,main\Ge\Aspnes.yml,1,1,0.2066,0.8266,46
2685,3d,crystals,ice,main\H2O\Warren.yml,1,1,0.0443,167.0,468
2686,3d,crystals,quartz,main\SiO2\Malitson.yml,1,0,0.21,6.7,200
2687,3d,crystals,salt,main\NaCl\Li.yml,1,0,0.2,30.0,200
2688,3d,crystals,sapphire,main\Al2O3\Malitson-o.yml,1,0,0.2,5.0,200
2689,3d,crystals,silicon,main\Si\Vuye-20C.yml,1,1,0.2638,0.8266,129
2690,3d,glass,BK7,glass\schott\N-BK7.yml,1,1,0.3,2.5,25
2691,3d,glass,BAF10,glass\schott\N-BAF10.yml,1,1,0.35,2.5,21
2692,3d,glass,soda-lime-clear,misc\soda-lime\Rubin-clear.yml,1,1,0.31,4.6,106
2693,3d,glass,soda-lime-bronze,misc\soda-lime\Rubin-bronze.yml,1,1,0.32,4.6,105
2694,3d,glass,soda-lime-grey,misc\soda-lime\Rubin-grey.yml,1,1,0.32,4.6,105
2695,3d,glass,soda-lime-green,misc\soda-lime\Rubin-green.yml,1,1,0.32,4.6,105
2696,3d,liquids,water,main\H2O\Hale.yml,1,1,0.2,200.0,169
2697,3d,liquids,acetone,organic\C3H6O - acetone\Rheims.yml,1,0,0.4765,0.83,200
2698,3d,liquids,benzene,organic\C6H6 - benzene\Moutzouris.yml,1,0,0.45,1.551,200
2699,3d,liquids,mercury,main\Hg\Inagaki.yml,1,1,0.06358,6.19921,76
2700,3d,misc,acetylene_soot,soots\acetylene soot\Dalzell.yml,1,1,0.4358,10.0,13
2701,3d,misc,propane_soot,soots\propane soot\Dalzell.yml,1,1,0.4358,10.0,13
2702,3d,misc,diesel_soot,soots\diesel soot\Querry-NMSU.yml,1,1,0.26,55.5556,304
